,Unnamed: 0,hhid,intmonth,stfips,weight,earnwke,uhours,grade92,race,ethnic,age,sex,marital,ownchild,chldpres,prcitshp,state,ind02,occ2012,class,unionmme,unioncov,lfsr94,female,w,lnw
120051,254728,204701023998568,October,ND,351.416,961.0,40,44,1,,43,2,1,1,4,"Native, Born In US",4,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,24.025,3.1790949548563563
120110,254840,902038611349200,October,ND,320.4937,1166.66,40,44,1,,34,2,1,3,6,"Native, Born In US",4,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,29.166500000000003,3.373020790393418
120219,255076,115733090038505,October,OH,2589.7731,1015.38,40,44,1,,43,2,1,2,4,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,25.3845,3.234138751534113
120261,255176,398994705014969,October,OH,2881.1121,240.0,37,44,1,,62,2,1,0,0,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,6.486486486486487,1.8697210106977669
120265,255181,430900065629618,October,OH,2412.244,1153.84,60,44,1,,38,2,1,3,6,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,19.230666666666664,2.956506227053154
120292,255226,551391005330870,October,OH,2927.2032,1442.3,40,44,1,,55,2,1,0,0,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,36.0575,3.585114886475528
120652,255946,343493299000918,October,OK,2556.7004,1442.0,40,44,1,,63,2,1,0,0,"Native, Born In US",7,Elementary and secondary schools (6111),2310,Government - State,No,Yes,Employed-At Work,1,36.05,3.584906863730958
120706,256056,521319000940210,October,OR,2054.2926,1076.92,40,44,1,,39,1,5,2,6,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,0,26.923000000000002,3.292980939874984
120770,256194,740499089100993,October,OR,1718.9961,865.38,50,44,1,,33,2,7,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,17.3076,2.851145711395328
120771,256195,740499089100993,October,OR,1718.9961,865.38,50,44,1,,31,2,7,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,17.3076,2.851145711395328
120783,256237,243478059100963,October,OR,2026.3173,713.46,45,44,1,,26,2,7,1,1,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,15.854666666666667,2.7634638839072228
120885,256503,14052548400191,October,PA,3354.6777,692.0,38,44,1,,50,2,4,0,0,"Native, Born In US",2,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,18.210526315789473,2.9019997958912835
121364,257518,744099160105602,October,RI,672.0696,1500.0,60,44,1,,47,2,7,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,25.0,3.2188758248682006
121389,257566,40510112785116,October,SC,2394.4264,961.53,50,44,1,,48,1,1,2,10,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,0,19.2306,2.9565027603619893
121411,257613,55085361400891,October,SC,1762.8502,1084.61,40,44,2,,57,2,6,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,1,27.115249999999996,3.300096300239456
121454,257709,865469740449404,October,SC,2228.7311,1884.0,40,44,1,,61,1,4,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,0,47.1,3.8522730010223722
122072,259068,440800073320126,October,TX,4314.2431,980.76,40,44,2,,40,2,7,2,10,"Native, Born In US",7,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,24.519,3.199448327202102
122230,259377,7304480917899,October,TX,3225.2926,258.0,40,44,1,,60,2,1,0,0,"Native, Born In US",7,Elementary and secondary schools (6111),2310,"Private, For Profit",Yes,,Employed-At Work,1,6.45,1.864080130807681
122332,259587,368510140940403,October,TX,4085.6136,980.0,40,44,2,,52,2,5,0,0,"Native, Born In US",7,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,24.5,3.1986731175506815
122921,260755,906506250010777,October,VT,348.9346,1326.92,50,44,1,,46,1,1,2,8,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,0,26.538400000000003,3.278592740726555
123011,260931,141375010034000,October,VA,2573.7665,530.0,35,45,1,,55,2,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,15.142857142857142,2.717528945056754
123156,261205,450109900787795,October,VA,2168.0024,1200.0,40,44,1,,59,2,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,30.0,3.4011973816621555
123334,261579,593994306056309,October,WA,2573.1044,1153.84,40,44,1,,46,2,7,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,28.845999999999997,3.3619713351613183
123350,261626,50310130137655,October,WA,2883.7927,1200.0,40,44,1,,35,2,1,2,10,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - Local,No,Yes,Employed-At Work,1,30.0,3.4011973816621555
123361,261648,95013416501061,October,WA,3034.6124,980.76,40,44,1,,40,2,1,3,10,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,24.519,3.199448327202102
123442,261813,97485430019105,October,WA,2950.1471,865.38,47,44,8,,30,2,7,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,18.412340425531916,2.9130211151134153
123453,261832,597954109060369,October,WA,2558.5067,1166.66,50,44,1,,33,2,1,3,11,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,23.3332,3.1498772390792085
123483,261899,572988203099379,October,WA,2689.9614,1621.62,50,44,1,,46,2,7,1,3,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,32.4324,3.479157923131367
123517,261965,450409932997795,October,WV,1359.4163,2884.61,40,44,1,,55,2,1,0,0,"Foreign Born, US Cit By Naturalization",5,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-Absent,1,72.11525,4.27826553371462
123673,262351,621344004650480,October,WV,329.5708,2884.61,40,44,1,,60,2,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,"Private, For Profit",Yes,,Employed-At Work,1,72.11525,4.27826553371462
123762,262518,450507920467497,October,WI,1709.2786,1153.84,65,44,1,,44,2,1,4,3,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,17.751384615384612,2.8764635193796173
123926,262859,555578004909677,October,WI,1992.5534,1230.76,50,44,1,,46,1,1,2,3,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - Local,No,Yes,Employed-At Work,0,24.6152,3.2033641383041105
123976,262951,41045460015803,October,WY,273.8887,1317.3,40,44,1,,54,2,1,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,32.9325,3.494460012121845
123977,262952,41045460015803,October,WY,320.4149,1336.53,40,44,1,,59,1,1,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,0,33.41325,3.5089525279022276
124173,263393,5160614093153,November,AL,1803.752,948.61,40,44,1,,35,2,1,3,11,"Native, Born In US",6,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,23.71525,3.1661183011251293
124210,263492,705905870895781,November,AL,3250.36,2884.61,40,44,2,,49,2,1,0,0,"Native, Born In US",6,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,1,72.11525,4.27826553371462
124229,263558,3140518074161,November,AL,1738.0598,965.76,40,44,1,,37,2,1,2,8,"Native, Born In US",6,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,24.144,3.184035902025493
124278,263687,621510001090009,November,AL,2047.2111,671.0,40,44,2,,29,2,7,0,0,"Native, Born In US",6,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,1,16.775,2.8198896828577453
124370,263913,210054174891,November,AK,381.5967,1384.61,40,44,1,,40,2,1,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - Local,No,Yes,Employed-At Work,1,34.615249999999996,3.544294336406378
124645,264530,861842002100490,November,AZ,2923.3234,961.53,50,44,1,,50,2,5,2,3,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,19.2306,2.9565027603619893
124727,264672,405005790510711,November,AR,1412.4136,1288.46,45,44,1,,53,2,1,1,4,"Native, Born In US",7,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,1,28.632444444444445,3.3545404959907925
124818,264889,508006230510293,November,AR,1232.5196,942.0,45,44,1,,32,2,1,2,6,"Native, Born In US",7,Elementary and secondary schools (6111),2310,"Private, Nonprofit",No,No,Employed-At Work,1,20.933333333333334,3.0413427848060435
125298,265871,807025638610654,November,CA,2825.919,1900.0,40,45,1,,29,2,7,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,47.5,3.8607297110405954
125349,265966,931068002900524,November,CA,3325.745,1740.0,40,44,1,,55,2,1,0,0,"Foreign Born, US Cit By Naturalization",9,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,43.5,3.7727609380946383
125546,266396,179810060444915,November,CA,3168.3914,769.0,40,44,1,1.0,61,2,4,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,19.225,2.9562115153917077
125650,266628,505904650597306,November,CA,2934.8428,1634.61,40,44,1,,42,2,1,3,8,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,40.865249999999996,3.710280068654017
125979,267410,5003150109988,November,CO,1529.0192,1153.84,45,44,1,,29,2,1,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,25.640888888888888,3.244188299504935
125987,267429,37450580991291,November,CO,1484.339,673.07,55,44,1,,39,2,1,2,3,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,12.237636363636364,2.5045161508904683
126042,267518,860270976251000,November,CO,2559.2951,826.92,50,44,1,,35,1,1,1,1,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,0,16.5384,2.805684949728971
126182,267805,727079708059480,November,CT,989.2454,1560.0,40,44,1,,51,1,1,2,4,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,0,39.0,3.6635616461296463
126191,267825,921898007000534,November,CT,2492.7185,2019.23,50,44,1,,52,2,5,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,40.3846,3.6984485241776333
126218,267884,47140590010602,November,CT,1164.5205,1956.52,35,44,1,,60,2,1,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,55.900571428571425,4.02357460244461
126219,267885,47140590790692,November,CT,1164.5205,300.0,20,44,1,,60,2,1,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,15.0,2.70805020110221
126221,267887,57710590772597,November,CT,1112.9242,807.0,50,44,1,,50,2,5,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,16.14,2.7813006628418027
126313,268100,809010001130007,November,CT,2506.3181,1408.05,35,44,1,,51,2,1,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,40.23,3.694612985961697
126410,268294,77070821100551,November,DE,547.5597,1423.07,40,44,1,,39,2,1,2,8,"Native, Born In US",5,Elementary and secondary schools (6111),2310,"Private, For Profit",Yes,,Employed-At Work,1,35.57675,3.571692334614245
126418,268315,101963095906094,November,DE,404.3379,865.38,40,44,1,,37,1,1,4,8,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,0,21.6345,3.0742892627095375
126459,268395,250273501770101,November,DE,530.2036,600.0,60,44,1,,49,2,5,1,4,"Native, Born In US",5,Elementary and secondary schools (6111),2310,"Private, Nonprofit",No,No,Employed-At Work,1,10.0,2.302585092994046
126561,268599,10112130465715,November,DC,364.9493,961.53,40,44,2,,41,2,1,2,2,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,24.038249999999998,3.179646311676199
126588,268653,141317025710474,November,DC,316.0496,1153.0,40,44,2,,31,2,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,1,28.825,3.3612430661551227
126628,268724,199935705075198,November,DC,353.107,1346.15,55,44,1,,30,2,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,24.475454545454546,3.197670760070659
126632,268738,211950075900398,November,DC,406.0976,1173.07,40,44,2,,38,2,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,29.326749999999997,3.3785000688033255
126730,268917,710004141957571,November,DC,402.5668,1000.0,60,44,6,,25,1,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,"Private, Nonprofit",No,No,Employed-At Work,0,16.666666666666668,2.8134107167600364
126751,268951,771061205159890,November,DC,360.7464,2500.0,50,44,1,,28,2,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,1,50.0,3.912023005428146
126752,268952,771061205159890,November,DC,342.2404,2884.61,50,46,1,,42,2,7,0,0,"Native, Born Abroad Of US Parent(s)",5,Elementary and secondary schools (6111),2310,"Private, Nonprofit",No,No,Employed-At Work,1,57.6922,4.0551219824004106
127064,269644,307111712210817,November,FL,3286.3879,528.0,32,44,2,,63,1,7,0,0,"Foreign Born, US Cit By Naturalization",5,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,0,16.5,2.803360380906535
127123,269773,604102421210674,November,FL,5017.7199,738.46,40,44,2,,44,2,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,18.4615,2.9156874825449512
127147,269837,721171130208711,November,FL,3135.9997,750.0,40,44,2,,51,2,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,"Private, For Profit",Yes,,Employed-At Work,1,18.75,2.9311937524164198
127148,269838,721171130208711,November,FL,4388.7974,500.0,40,44,2,,31,1,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,"Private, For Profit",Yes,,Employed-At Work,0,12.5,2.5257286443082556
127354,270272,197985600052348,November,GA,2934.2406,1022.72,45,44,1,,51,2,1,1,4,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,22.72711111111111,3.1235585339274805
127373,270326,399000066270951,November,GA,3185.3907,1038.46,40,44,4,,51,2,1,0,0,"Foreign Born, Not a US Citizen",5,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,25.9615,3.2566146713684687
127411,270406,831789055001501,November,GA,3070.2748,1250.0,60,44,1,,60,2,5,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,20.833333333333332,3.036554268074246
127486,270607,331932140007106,November,GA,2770.2077,807.69,40,44,1,,54,2,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - State,No,Yes,Employed-At Work,1,20.19225,3.005298867423203
127576,270793,22035050104491,November,HI,547.3974,961.0,40,44,4,,48,2,1,1,3,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,24.025,3.1790949548563563
127789,271216,5107780610767,November,ID,806.7374,2692.0,40,44,1,,49,2,1,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2310,"Private, Nonprofit",No,No,Employed-At Work,1,67.3,4.209160236650682
127796,271228,10610008777675,November,ID,780.7981,692.0,45,44,1,,56,2,7,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,15.377777777777778,2.73292346584735
128013,271653,10710058972028,November,IL,3411.989,1061.0,50,44,1,,53,2,1,0,0,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,21.22,3.054944133185837
128039,271696,71211570997095,November,IL,3391.1345,1480.76,37,44,1,,48,2,1,3,6,"Native, Born In US",3,Elementary and secondary schools (6111),2310,"Private, For Profit",Yes,,Employed-At Work,1,40.02054054054054,3.6893928358245054
128233,272112,10710091316940,November,IL,3407.4752,1084.0,45,44,1,,54,2,1,1,4,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,24.08888888888889,3.1817506922292718
128240,272131,76951570995498,November,IL,2302.126,2307.69,40,44,2,,49,2,7,1,4,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,57.69225,4.0551228490683195
128246,272139,101010916090734,November,IL,2760.8954,1061.0,60,44,1,,37,2,1,0,0,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,17.683333333333334,2.8726225763918825
128248,272141,101161070062001,November,IL,2791.7085,1061.53,50,44,1,,39,2,1,2,3,"Native, Born In US",3,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,1,21.2306,3.0554435372093516
128478,272617,908539150769101,November,IN,1754.8804,1250.0,40,44,1,,61,2,1,0,0,"Native, Born In US",3,Elementary and secondary schools (6111),2310,"Private, Nonprofit",Yes,,Employed-At Work,1,31.25,3.4420193761824107
128569,272771,291107120002407,November,IA,2058.8972,692.3,40,44,1,,59,2,1,0,0,"Native, Born In US",4,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,17.307499999999997,2.8511399335700434
128840,273314,710003172209020,November,KS,1222.2908,1038.46,50,44,1,,39,1,1,1,3,"Native, Born In US",4,Elementary and secondary schools (6111),2310,Government - Federal,No,No,Employed-At Work,0,20.7692,3.033471120054259
128841,273315,710003172209020,November,KS,1413.0005,1061.53,50,44,1,,38,2,1,1,3,"Native, Born In US",4,Elementary and secondary schools (6111),2310,Government - Federal,No,No,Employed-At Work,1,21.2306,3.0554435372093516
128902,273412,44051828200921,November,KY,2472.3303,923.07,50,44,1,,28,1,1,0,0,"Native, Born In US",6,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,0,18.4614,2.9156820658523297
128911,273438,810009062027951,November,KY,2253.5205,1019.0,40,44,1,,62,2,1,0,0,"Native, Born In US",6,Elementary and secondary schools (6111),2310,Government - Federal,No,No,Employed-At Work,1,25.475,3.2376975791087887
128977,273552,612522065001619,November,KY,1964.1257,1115.38,40,44,1,,49,2,1,0,0,"Native, Born In US",6,Elementary and secondary schools (6111),2310,"Private, For Profit",Yes,,Employed-At Work,1,27.884500000000003,3.328070978893597
129054,273719,612905130002603,November,KY,2183.1706,1106.76,60,46,1,,40,2,5,1,4,"Native, Born In US",6,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,18.446,2.914847544813527
129128,273873,952052931259390,November,LA,3546.4058,788.0,40,44,1,,41,1,1,1,2,"Foreign Born, Not a US Citizen",7,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,0,19.7,2.9806186357439426
129359,274411,901205341310888,November,ME,1245.1614,1019.23,55,44,1,,50,2,2,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,18.531454545454547,2.919469534003095
129384,274461,116522030088448,November,ME,1308.8766,1115.0,40,44,1,,61,1,5,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-Absent,0,27.875,3.3277302297802827
129436,274580,963029050637200,November,ME,667.1827,615.38,40,44,1,,45,2,1,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,15.3845,2.733360509058375
129570,274825,342950025908294,November,MD,1456.4003,673.0,40,44,1,,41,2,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,16.825,2.8228658755307916
129579,274843,442089065001401,November,MD,2178.2087,1325.0,40,44,2,,50,2,1,0,0,"Foreign Born, Not a US Citizen",5,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,33.125,3.5002882843063863
129634,274943,754449650507204,November,MD,1502.6427,830.0,40,44,1,,33,2,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,20.75,3.0325462466767075
129637,274946,781747002520911,November,MD,3049.9101,2227.27,40,44,2,,53,1,6,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,0,55.68175,4.019652445129966
129672,275012,654610701090206,November,MD,2572.3084,1250.0,40,44,1,,36,2,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,31.25,3.4420193761824107
129776,275242,207600717027534,November,MA,3046.2614,450.0,30,45,1,,25,2,7,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,"Private, Nonprofit",Yes,,Employed-At Work,1,15.0,2.70805020110221
129821,275337,550520246211002,November,MA,2447.8871,903.84,40,44,1,,43,1,1,1,1,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,0,22.596,3.1177728994630156
129846,275385,705903282891685,November,MA,3469.8737,1596.0,60,44,4,,51,2,1,0,0,"Foreign Born, US Cit By Naturalization",1,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,1,26.6,3.2809112157876537
129898,275488,595650801580201,November,MA,2370.5768,200.0,24,44,1,,54,2,1,2,10,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,8.333333333333334,2.120263536200091
129902,275496,865020401170204,November,MA,2373.4793,700.0,35,44,1,,56,2,1,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,"Private, Nonprofit",Yes,,Employed-At Work,1,20.0,2.995732273553991
129918,275533,77086832200061,November,MI,4346.6451,1307.69,50,45,4,,57,2,1,0,0,"Foreign Born, US Cit By Naturalization",3,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,26.1538,3.263994495441231
130055,275836,601204493610047,November,MI,2879.3281,1576.92,40,44,1,,44,2,5,2,10,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,39.423,3.674349402329611
130116,275968,95086870200991,November,MI,2930.2774,1400.0,40,44,1,,36,2,1,1,3,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,35.0,3.5553480614894135
130218,276209,947199250369207,November,MN,1590.5735,2884.61,40,44,4,,34,1,7,0,0,"Foreign Born, Not a US Citizen",4,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,0,72.11525,4.27826553371462
130256,276276,201040216064794,November,MN,3124.8008,1153.0,50,44,1,,36,2,1,2,3,"Native, Born In US",4,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,23.06,3.138099514840913
130302,276356,730170686861002,November,MN,3053.7364,884.61,40,44,1,,40,2,1,3,10,"Native, Born In US",4,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,22.11525,3.096267415800821
130390,276549,910009702402497,November,MN,2819.145,1307.0,60,44,1,,59,2,1,0,0,"Native, Born In US",4,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,21.783333333333335,3.0811451514021213
130479,276739,185932080037100,November,MS,758.4114,900.0,40,44,1,,60,2,1,0,0,"Native, Born In US",6,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,1,22.5,3.1135153092103742
130484,276749,202020810054889,November,MS,988.1063,884.0,40,45,1,,41,2,1,2,8,"Native, Born In US",6,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,22.1,3.095577608523707
130729,277313,947039783259730,November,MO,2558.1743,1153.84,40,44,1,,51,2,1,0,0,"Native, Born In US",4,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,28.845999999999997,3.3619713351613183
130837,277612,179793000041816,November,MT,345.0814,653.84,40,44,1,,40,2,1,3,8,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,16.346,2.793983219093938
131113,278174,921559550379301,November,NE,847.4893,2884.61,50,44,1,,41,1,1,2,3,"Native, Born In US",4,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,0,57.6922,4.0551219824004106
131206,278365,706306951210560,November,NV,1779.2248,1346.15,40,44,1,,62,1,1,2,8,"Native, Born Abroad Of US Parent(s)",8,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,0,33.65375,3.516124491189194
131207,278366,706306951210560,November,NV,1414.832,1057.69,40,44,1,,43,2,1,2,8,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,26.44225,3.274963109698682
131238,278431,152903020097536,November,NV,1508.944,1038.46,45,44,1,,34,2,1,1,2,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,23.076888888888888,3.1388316357120853
131275,278523,951302960200358,November,NV,1316.3866,884.61,40,44,2,,30,2,1,1,1,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,22.11525,3.096267415800821
131287,278547,260300389411003,November,NV,1484.1811,1146.92,42,44,1,,48,2,1,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,27.30761904761905,3.3071657492470345
131322,278624,30310518926495,November,NH,1102.1786,1384.61,40,44,8,,43,2,7,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,34.615249999999996,3.544294336406378
131608,279200,141163040036309,November,NJ,2457.3145,720.0,40,44,1,,59,2,1,0,0,"Native, Born In US",2,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,18.0,2.8903717578961645
131723,279460,794679850459301,November,NJ,2671.7092,1250.0,40,44,1,,53,2,1,1,4,"Native, Born In US",2,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,31.25,3.4420193761824107
131781,279581,100301282410304,November,NJ,2457.3145,805.0,35,44,1,,57,2,1,0,0,"Native, Born In US",2,Elementary and secondary schools (6111),2310,Government - Federal,No,No,Employed-At Work,1,23.0,3.1354942159291497
132239,280569,30610354516459,November,NY,3773.9572,1800.0,40,44,1,,40,1,1,3,3,"Native, Born In US",2,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,0,45.0,3.8066624897703196
132240,280570,30610354516459,November,NY,3284.2735,1346.0,40,44,1,,41,2,1,3,3,"Native, Born In US",2,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,33.65,3.5160130560907366
132253,280613,70593560991794,November,NY,3040.143,2400.0,40,44,1,,43,2,1,2,4,"Native, Born In US",2,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,60.0,4.0943445622221
